笔记ID,博主昵称,笔记链接,笔记标题,笔记内容,点赞量,收藏量,评论量,分享量,发布时间
6a326c87000000002201acce,乐乐兔呀,https://www.xiaohongshu.com/search_result/6a326c87000000002201acce?xsec_token=ABNV3U1l6kOI0X3OTrYVszJF3zVR3f5bMoWOrAjGe8f8k=&xsec_source=,投诉无良滴滴打车 滴滴数科,"用了滴滴打车软件，在毫不知情的情况下给我开通了滴滴信用购，还擅自用信用购支付我的打车费，短信一直催促贷款还款逾期要影响征信。
	
滴滴这个无良的软件严重侵犯了我的个人隐私和知情权，擅自代表本人与重庆西岸小额贷款公司签订贷款协议用于支付打车费用！还拒绝提供本人授权滴滴开通该信用购的证明材料！坚决维权到底！抵制滴滴软件！",1,,,,2026-06-17 17:44:39
6a32a641000000000f005e81,yu,https://www.xiaohongshu.com/search_result/6a32a641000000000f005e81?xsec_token=ABNV3U1l6kOI0X3OTrYVszJJJAeH2mQDnSW5hOze5pAxo=&xsec_source=,刮到网约车 要求赔3000这种情况合理吗,右转出路口  刮到停路边的网约车 我全责 交警过来定责之后 我叫保险过来定损  其他的误工费什么费 交警说自己协商 交警一走对方就索要3000元 不给不让走 说他在东莞跑滴滴一天能跑800 维修6天  我着急送东西 转了2000给他 另外一千 对方要求3000内结清 对方这种情况怎么处理啊[哭惹R][哭惹R][哭惹R][哭惹R]#出险记录[话题]# #局部补漆[话题]# #行车安全[话题]# #开车要小心[话题]#,4,,33,,2026-06-17 21:50:57
6a32e413000000000702ca7f,顺儿,https://www.xiaohongshu.com/search_result/6a32e413000000000702ca7f?xsec_token=ABNV3U1l6kOI0X3OTrYVszJBII_ikd-7ayqtVbcUVl0zU=&xsec_source=,深圳汉普斯酒店避大雷，无法保障人身安全,事情是我和同事到深圳出差，入住了这家酒店，第二晚凌晨一点，听到门口有男生的吵闹声，还好我还在刷手机，没有睡，突然房间门锁开始发出滴滴声，这群人试图拿门卡刷我的房门，我马上开灯，并且呼叫前台，重点来了：这家酒店电话上这么多按钮，一个也 打 不 通！与此同时，外面的人还在不停的开我的房间门，滴滴声一直在响，我的手一直在发抖并一直不断的按电话上的红色的紧急服务，没有人接通！没有人！一个也没有！我的手一直在发抖，最后我打给了我同事，幸好我同事手机没有静音，帮我出门看，因为跟我同事联系上了，我就打开猫眼去看，有三个男的就在我的房间外面徘徊，其中一个还是裸着上半身，后来他们就下楼了。我都不敢想万一我同事没来，或者我房门没有反锁，我该怎么办。PS：我的房间被安排在出电梯右面，正对电梯走廊，我住之前就感觉怪怪的，果然…。另外我想知道为什么酒店电话按钮一个都打不开。大堂经理解释所有按钮都是连着前台，然后前台在忙着帮别人办入住。无力吐糟这个说法。避雷吧#酒店安全[话题]# #酒店[话题]# #深圳酒店[话题]# #酒店避雷[话题]# #不敢一个人住酒店[话题]#,5,1,3,1,2026-06-18 02:14:43
6a32864e000000000702e81f,牙尖每天穿什么,https://www.xiaohongshu.com/search_result/6a32864e000000000702e81f?xsec_token=ABNV3U1l6kOI0X3OTrYVszJI08tvdBBLrShnWXpjGDRJo=&xsec_source=,天府机场t2站G20值班的短发美女，我的神,"快到机场才发现没带护照！联系朋友帮忙送上滴滴，然后我先去托运，结果中间有一段国际航班不能无证件托运，G20值班的短发女老师提前告诉了我行走攻略，全程安抚我的情绪，告诉我如何到达登机口，耐心的说一句让我在手机备忘录记一句，感谢每一位助力本人登机梦想工作人员！#天府机场急旅客[话题]# #安全到达目的地[话题]#
	
刚刚打电话问了天府机场的客服人员，得知这位姐姐是川航的工作人员@四川航空 感谢我们四川女人！感谢天府机场t2的工作人员！",12,1,8,3,2026-06-17 19:34:38
6a32303d000000000f028ec3,小火花,https://www.xiaohongshu.com/search_result/6a32303d000000000f028ec3?xsec_token=ABNV3U1l6kOI0X3OTrYVszJIKLa4ZVZYWBZ5n1DhrbQJk=&xsec_source=,西溪谷滴滴实习租房｜1500 预算短租 3 个月,"🙋‍♀️个人情况：
在西溪谷滴滴实习，朝九晚六作息规律，不养宠物、无不良嗜好，爱干净会爱护房屋，租金按时交绝不拖沓。
📍通勤要求：
办公地在紫霞街 80 号西溪谷，通勤半小时
左右都可接受，靠近 5 号线蒋村站、浙大紫金港站或有直达公交优先。
🏠房屋硬性要求：
月租预算 1500 左右（实习工资有限，超出太多实在负担不起🥹）
必须民水民电，普通住宅性质
小区安全有门禁，环境安静不吵闹，房间朝南、白天有阳光
优先押一付一，短租 3 个月，后续看工作安排大概率可续租
只考虑房东直租 / 个人转租，中介勿扰！绝对不要串串房、劣质快装房
基础家电齐全（空调、洗衣机、热水器）
💬最后碎碎念：
第一次来杭州实习，就想找个安稳干净的小窝，靠谱房东和转租的小伙伴看看我！端午可以看房#转租[话题]# #找房[话题]# #实习生租房[话题]# #滴滴[话题]# #互联网大厂实习[话题]# #杭州[话题]# #西湖区租房[话题]# #西溪谷租房[话题]#",4,1,2,,2026-06-17 13:27:25
6a3281a40000000011010d93,忙碌的小古懂,https://www.xiaohongshu.com/search_result/6a3281a40000000011010d93?xsec_token=ABNV3U1l6kOI0X3OTrYVszJMIClksTkS9wyRKEJEPOF34=&xsec_source=,🚗新手上高速初体验｜安全感真的很重要！,"只是记录记录哈！[偷笑R][自拍R]
今天终于鼓起勇气约了陪练上高速啦～之前在驾校学的都是应试技巧，上路后完全懵圈，还好这次找的教练超有耐心！
👉陪练车带副刹真的太安心了，比坐滴滴还踏实～雨天路滑视线不好，教练全程冷静指导，连并线时机都会提前提醒。
✨最感动的是教练会讲解很多实用细节！
💡第一次开全程手心都出汗了，但成就感满满！果然有些钱该花还是得花，安全驾驶比什么都重要～
#新手上路 #安全驾驶 #陪练体验 #驾驶技巧",9,,,,2026-06-17 19:14:44
6a3234850000000021019e1c,cheesefann-,https://www.xiaohongshu.com/search_result/6a3234850000000021019e1c?xsec_token=ABNV3U1l6kOI0X3OTrYVszJD2f6jRR3Y4t8lHJLoIjSCI=&xsec_source=,交通事故理赔这样合理吗,"4月11日凌晨在中大南校门口 坐在朋友电动车后座在右边电动车车道绿灯正常行驶 一辆滴滴车跨实线变道将我和我朋友撞飞倒下路上 后面还有车流 被扶起后左腿膝盖、小腿、大脚趾疼痛难忍 遂立即报警 交警到达现场后判定对方全责 随即和朋友前往孙逸仙纪念医院就诊 x光显示没有骨折
4月11日早上 声称全责方保险理赔公司的工作人员加了我和我朋友微信 要我们发身份证、受伤部位、报销单等图片，问我们是否要一次性调解，我们拒绝
因腿部疼痛难忍无法入睡于4月14日在广东省人民医院做了mr检查，显示膝盖处有积液和软组织挫伤，同月23号腿部还是疼痛已影响到我的生活和临床工作，我又去开了泽普思和消炎药来用
（这些看病付费我都用了医保）
在5月18日，保险方给了理赔方案，因为我们是医院实习生所以没有误工费，即为医疗费（不包括医保统筹）加上个交通费等，请问这样的理赔合理吗，腿痛了一个月就赔付这么点，并且我需要做什么让他赔上我医保统筹的部分，问他有没有精神损失费营养费等，对方说只有残了死了才有
#保险理赔[话题]# #交通事故[话题]# #交通事故赔偿[话题]# #遵守交规安全出行[话题]# #不按规定车道行驶[话题]# #遵守交通法规[话题]# #车险[话题]# #中大南校[话题]# #fyp[话题]# #维护自己合法权益[话题]#",9,1,9,2,2026-06-17 13:45:41
6a32ad000000000015025a26,WEN.SHIGUANG,https://www.xiaohongshu.com/search_result/6a32ad000000000015025a26?xsec_token=ABNV3U1l6kOI0X3OTrYVszJCL9Iyr32vr8dtf43RHNDtk=&xsec_source=,6.17-Cycling（南海子公园x6）,"每次来南海子都想多骑几圈，
不为别的，只为对得起那5-7块钱的停车费。
今晚的南海子公园人超级多，什么样的牛鬼蛇神都有。
一定要注意安全，注意安全，注意安全。
偶遇胡同山野的gao老师@3w版gaoooooo 和芝麻狐老师@芝麻芝麻狐 。
	
明晚南海子绕圈继续，上车的滴滴。",16,,9,,2026-06-17 22:19:44
6a32aee6000000001603da55,Dellayyy,https://www.xiaohongshu.com/search_result/6a32aee6000000001603da55?xsec_token=ABNV3U1l6kOI0X3OTrYVszJLXHYqnRJygpCof2T2tc70Y=&xsec_source=,大疆被人偷走了怎么办……,前两天去广西阳朔旅游 回程时赶高铁太急了 大疆落在了车上 联系了滴滴司机 司机说第二天帮我寄回来 还以为这么幸运这个事情就结束了 结果第二天早上告诉我大疆被一个15岁左右的小孩偷走了……里面真的有对我来说很重要的视频[哭惹R][哭惹R]真的没招了怎么办[哭惹R]#广西阳朔[话题]# #旅游[话题]# #失物招领[话题]# #世界上还是有好多好心人的[话题]# #户外安全意识[话题]# #大疆[话题]# #大疆pock4[话题]# #小孩偷东西[话题]#,6,,4,1,2026-06-17 22:27:50
6a329c1a000000001101b01e,周行千李（80后网约车三哥的每一天）,https://www.xiaohongshu.com/search_result/6a329c1a000000001101b01e?xsec_token=ABNV3U1l6kOI0X3OTrYVszJFvy-_S7N1r2ZM-2qlxUgu8=&xsec_source=,滴滴网约车第五天,"今天是第五天，新手滴滴车主，不管什么单都接，然后都是特小单，7块8块，问了乘客，他们都是付的9块10块，平台抽成20%，狗都不接我接。今天二个乘客取消了订单，很郁闷，堵车去接，都到了给取消了。然后市中心一直在接起步价七八块的单，每个单子要堵半小时，红绿灯还多，问老司机说平台控流水。流水大家看，有问题留言大家建议讨论一下
#网约车[话题]##滴滴司机日常[话题]##滴滴租车[话题]##滴滴车主[话题]##网约车司机[话题]##网约车坑不坑[话题]##中年男人的快乐[话题]##为了生活继续向前钱冲[话题]#",,,4,,2026-06-17 21:07:38
