笔记ID,博主昵称,笔记链接,笔记标题,笔记内容,点赞量,收藏量,评论量,分享量,发布时间
6a2bc9ee000000001503e138,滴滴,https://www.xiaohongshu.com/search_result/6a2bc9ee000000001503e138?xsec_token=AB4jZTlrUrzbWpDAWdfxQbKdJJVAyAfufGl6hUgbP34es=&xsec_source=,🎓毕业不是终点，“拼”着走更远！,"又一年盛夏，又一年毕业季🎓
大家虽然合上了课本
但世界这本书才刚刚翻开📚
大家一起拼过大学四年，现在要去更大的世界打拼
	
所以滴滴拼车诚邀各位毕业生
来滴滴拼车🚗拼一段旅程 攒一倍回忆
在济南&长沙的同学们
毕业季用滴滴特价拼车从高校出发或去往高校
8公里内封顶5.8R
还有拼车1️⃣折优惠券限时抢
	
毕业不是终点，“拼”着走更远
滴滴拼车陪初入社会的大家一起出发🙌
#滴滴[话题]#  #滴滴出行[话题]#    ﻿#人生每个出发时刻[话题]# ﻿  ﻿#打个滴陪你一起出发[话题]# ﻿  ﻿#记录一次旅行[话题]#",61,28,67,13,2026-06-12 16:57:18
6a033919000000003502d4cb,"去冰去糖
05-12",https://www.xiaohongshu.com/search_result/6a033919000000003502d4cb?xsec_token=AB8gw6kS7tfXOM1yUOykog8zBAKh60Cej0-J0vgw6S00M=&xsec_source=,滴滴实习plog丨第八次入职 真实体验分享,,,,,,
6a0fbb22000000003502636e,"叫宝
05-22",https://www.xiaohongshu.com/search_result/6a0fbb22000000003502636e?xsec_token=AB6UF5vgdFHevwpJid0MVhKFwJtR5o9uZB3MDoaGhV84U=&xsec_source=,滴滴的女性友好车真的很友好,,,,,,
6a3164bf00000000210158b2,"从不开特惠的滴滴司机
1天前",https://www.xiaohongshu.com/search_result/6a3164bf00000000210158b2?xsec_token=ABzo91c7VIfdppP7FCZM7bRHVcEIUvkTiXdBmGynFUzEA=&xsec_source=,6.16战绩如下,,,,,,
6a168c95000000003700f0c2,"Dimple.
05-27",https://www.xiaohongshu.com/search_result/6a168c95000000003700f0c2?xsec_token=ABsU7WGF7KJwBapCHDg1YDfzE8fWBeNqO6BK0PumlCB6Y=&xsec_source=,桔厂实习小记🔚,,,,,,
6a21062500000000350331ae,"C22
06-04",https://www.xiaohongshu.com/search_result/6a21062500000000350331ae?xsec_token=AB1zB6PS3PTIhgKgWXnLSPi1LYhfl_Xy3BvKcyrvqQbek=&xsec_source=,滴滴运营实习日记！,,,,,,
690d8b1e000000000700c4b7,"不想上班的我
2025-11-07",https://www.xiaohongshu.com/search_result/690d8b1e000000000700c4b7?xsec_token=AB_Lk5eAHLWuhQnK406DKhAT5AlKekzgmNShKT7uRiJM4=&xsec_source=,打车感到不值 太便宜了也难受,,,,,,
6a1a463c0000000038021894,"11
05-30",https://www.xiaohongshu.com/search_result/6a1a463c0000000038021894?xsec_token=AB2gv6omfd_B4s6-TKCGmeRcc5CbJhWMyrZOajpEqntPM=&xsec_source=,如题。,,,,,,
69f83d780000000023004c22,"绵绵~
05-04",https://www.xiaohongshu.com/search_result/69f83d780000000023004c22?xsec_token=ABwWK4WHoI3Kgi7DFRF3DLlJw_w1zGA1NFuW9J3-ecKGU=&xsec_source=,滴滴快车,,,,,,
6a329640000000000702db48,"Jane in SG
昨天 20:42",https://www.xiaohongshu.com/search_result/6a329640000000000702db48?xsec_token=ABNV3U1l6kOI0X3OTrYVszJDdDfTYRiSKPFSDY01mp6Do=&xsec_source=,经济下行时期回国，那种无力和无奈感谁懂？,,,,,,
6a3295250000000021015663,"木月
昨天 20:37",https://www.xiaohongshu.com/search_result/6a3295250000000021015663?xsec_token=ABNV3U1l6kOI0X3OTrYVszJAIZ59sl4-MtoiemAfkpZtE=&xsec_source=,,,,,,,
69d482290000000023015d8e,"芒果味鸡蛋仔仔
04-07",https://www.xiaohongshu.com/search_result/69d482290000000023015d8e?xsec_token=ABPgIo60sPY7XE9nuqEV_Mu1jiaEgvcHDBH5Ush5hsEDo=&xsec_source=,滴滴打车扣款高于一口价、固定价？老惯犯了,,,,,,
6981b5e6000000000c0376d7,"111
02-03",https://www.xiaohongshu.com/search_result/6981b5e6000000000c0376d7?xsec_token=AB3-XoYW4wVMv86OT2JROD56pc5B7FV-xSl28Xedr6MeM=&xsec_source=,滴滴桔厂实习离职打卡求助,,,,,,
68b81c7e000000001c03f05a,"浅浅的芽
2025-09-03",https://www.xiaohongshu.com/search_result/68b81c7e000000001c03f05a?xsec_token=ABBDPbE05QckMTQ7A-qKQx4jxGr4_KQm3ec8vpH9Heku4=&xsec_source=,滴滴打出租实际费用超过预估费用，可退还💰,,,,,,
67f39df4000000001a007852,"小红薯61C2440C
2025-04-07",https://www.xiaohongshu.com/search_result/67f39df4000000001a007852?xsec_token=ABHE5Ya8Iqxh_h0_MsyPiVSArjsfCFFZyZ2Kqa5V76m-E=&xsec_source=,,,,,,,
6a10f00f000000000702fb49,"YQ📷
05-23",https://www.xiaohongshu.com/search_result/6a10f00f000000000702fb49?xsec_token=ABXXkAXa6Fy2alqOxxauXLWIRP6OzYKaLMOLpHtEgMTWU=&xsec_source=,滴滴平台没良心,,,,,,
6a309851000000000702ed47,"信息感情人
2天前",https://www.xiaohongshu.com/search_result/6a309851000000000702ed47?xsec_token=ABHjxo2n_Xyv2atf9j6gRRUwrFmQkd8_D5fFDNhMZBNLw=&xsec_source=,加班到秃头，方案还一片空白😭,,,,,,
69cf2e3b0000000021013bb3,"小韶
04-03",https://www.xiaohongshu.com/search_result/69cf2e3b0000000021013bb3?xsec_token=AB074VRZ4wnsYGaW0r9pLWDE3anLfS309sYSCl_HwNkXU=&xsec_source=,,,,,,,
69188e000000000007039e43,"一条脆喵喵
2025-11-17",https://www.xiaohongshu.com/search_result/69188e000000000007039e43?xsec_token=ABysye5hip87kIVy0z8cgc5lA9nl19m21UruDvbNGKsQ4=&xsec_source=,在滴滴实习简直太坏了,,,,,,
69fc4fce0000000037036623,"Michael
05-07",https://www.xiaohongshu.com/search_result/69fc4fce0000000037036623?xsec_token=ABKEw6rJoD7P_t_LFOu8Kn-oDW_Zpi8NhhyPXsJ_mpjtM=&xsec_source=,滴滴打车海外版挺厉害的👍,,,,,,
69d5aa5b000000002003ba17,"思倩（被永久限流版）
04-08",https://www.xiaohongshu.com/search_result/69d5aa5b000000002003ba17?xsec_token=ABay-YLO2reWqoiTagkWbX_CKnZYGn_hepyGElhUgC0MI=&xsec_source=,.,,,,,,
69cd0bcf00000000210382ee,"momo
04-01",https://www.xiaohongshu.com/search_result/69cd0bcf00000000210382ee?xsec_token=ABoaggEDPfh7Ah8e0KJsEV64PhWCfiQqnA_xR8KOQqtC8=&xsec_source=,在北京用滴滴打出租一定要小心！！！,,,,,,
69b77e9b0000000023014561,"耶路西红柿🍅
03-16",https://www.xiaohongshu.com/search_result/69b77e9b0000000023014561?xsec_token=ABm-nqEdIXnCdZRKKw3zWM4mHuOhjU9jbvldKdBA792EI=&xsec_source=,滴滴现在还是WLB的风格吗,,,,,,
6937d0ad000000001d03cc4d,"北京小哥的日常分享
2025-12-09",https://www.xiaohongshu.com/search_result/6937d0ad000000001d03cc4d?xsec_token=ABLI2KzJCmZ9Q5jYtPRqNjvKK88qYRO8YxeFjIcn_gCtI=&xsec_source=,,,,,,,
69f7f9bf0000000035022b89,"sunshine
05-04",https://www.xiaohongshu.com/search_result/69f7f9bf0000000035022b89?xsec_token=AB4sHkIB_QTh9pSsGIFwk_SMe7a8BP4Th_XdWAfw7pniY=&xsec_source=,如果可以，慎用滴滴平台打出租车🚕,,,,,,
68ea31540000000003039c89,"逍遥自在
2025-10-12",https://www.xiaohongshu.com/search_result/68ea31540000000003039c89?xsec_token=ABFGJ0PLJnu7wUns8eXkL184c1RQ2gLrUg1LGhQJmDXqk=&xsec_source=,滴滴，玩不起优惠别给好吧？,,,,,,
67964815000000002a002b82,"星月夜
2025-01-26",https://www.xiaohongshu.com/search_result/67964815000000002a002b82?xsec_token=ABc3tChZQ7kEqGXr9Zd6_V2ZWozHX3L5SoMymQijvGba8=&xsec_source=,在滴滴实习会有滴滴打车券吗？,,,,,,
69da8308000000001f005964,"梅梅
04-12",https://www.xiaohongshu.com/search_result/69da8308000000001f005964?xsec_token=ABb4FlFnJ_wWrMk7s5oyH-AAbRvgZe00IUMdGhGct87DU=&xsec_source=,滴滴，你的吃相别太难看！,,,,,,
69eaba9f000000002003bfdf,"七海千秋
06-11",https://www.xiaohongshu.com/search_result/69eaba9f000000002003bfdf?xsec_token=ABWWKrFsSn7e0PWMpeGXvN7XqmuE6bGXRCPr6aAUf4Izs=&xsec_source=,滴滴实习 | 🍊Day1~,,,,,,
68f2eb2800000000040020eb,"大狗子
2025-10-18",https://www.xiaohongshu.com/search_result/68f2eb2800000000040020eb?xsec_token=ABB-fDJYdwVV5JZlORNUnV2GSu59zV3M6-ewTwrSvOvpI=&xsec_source=,日行一善,,,,,,
68ef8e550000000004002ec2,"精神原子旦
2025-10-15",https://www.xiaohongshu.com/search_result/68ef8e550000000004002ec2?xsec_token=ABJLphPnIrP6O7zx6XJB-olmXIg2n1GtOuDuCrACLhW5M=&xsec_source=,,,,,,,
68ee41dc0000000004001440,"Emm-兔
2025-10-14",https://www.xiaohongshu.com/search_result/68ee41dc0000000004001440?xsec_token=ABxy_GJYRtFNOfYBC78DJmB0a3TUYlYfOMNuLbfJHQ55Q=&xsec_source=,滴滴打车诈骗,,,,,,
66b4d2b2000000000901752a,"小薯条爱细盐
2024-08-09",https://www.xiaohongshu.com/search_result/66b4d2b2000000000901752a?xsec_token=ABtGNz18G0wIIqvYTf6yAOVdsM2CSksYjnqN_8bXSd1mc=&xsec_source=,为什么滴滴特惠戾气十足？,,,,,,
68b2c303000000001c00ec85,"拾时籽
2025-08-30",https://www.xiaohongshu.com/search_result/68b2c303000000001c00ec85?xsec_token=ABT2d2qXqjh5zWBylIqXC7OjRfeX9qi_zXO-b-4fYIcG0=&xsec_source=,❗️❗️打滴滴特惠快车的女生都注意点人身安全,,,,,,
67fcd3a9000000001d00295a,"森林音乐
2025-04-14",https://www.xiaohongshu.com/search_result/67fcd3a9000000001d00295a?xsec_token=ABROyFLgwEqkrHmygp9rh5oPrYGStUWeiBA_vMA6d9cWw=&xsec_source=,打车给我打哪来了,,,,,,
693b8a32000000000d00ef2b,"不爱学习的黑仔
2025-12-12",https://www.xiaohongshu.com/search_result/693b8a32000000000d00ef2b?xsec_token=ABgyNrqvXdSYvD24HCrh2JkHiS8RmLVSNOUCVbL5s9EVo=&xsec_source=,滴滴现在的吃相真的很难看,,,,,,
69e1b3f6000000002200042d,"纤纤
04-17",https://www.xiaohongshu.com/search_result/69e1b3f6000000002200042d?xsec_token=AB_rz1ERDYZSMDMMXgpIxTD2tZ_dfZY0OY1NYEdlV2YPc=&xsec_source=,滴滴打车的司机能赚到钱吗？,,,,,,
