笔记ID,博主昵称,笔记链接,笔记标题,笔记内容,点赞量,收藏量,评论量,分享量,发布时间
6a30d5070000000006035117,不懒,https://www.xiaohongshu.com/search_result/6a30d5070000000006035117?xsec_token=ABHjxo2n_Xyv2atf9j6gRRU9uFY41HwW5z_ifr0W5dWp4=&xsec_source=,滴滴明显杀熟,"图1是打车价格，当时不停弹出，加价立马有车，我拒绝了几次后，给我派了个离得特别远的的车
图2是高德，价格合理，平台派单也不远。
我平时用滴滴比较多，但是现在明显杀熟了，今天早上和我朋友同样起点和目的地，我的就比她的贵。而且滴滴不断弹出加价就派车的界面，真的下头了",,,4,,2026-06-16 12:45:59
6a3127150000000022018aa5,橘子酱女娃娃,https://www.xiaohongshu.com/search_result/6a3127150000000022018aa5?xsec_token=ABzo91c7VIfdppP7FCZM7bRIPJdmFIPLF-ULOPF2r6cwk=&xsec_source=,不给特惠快车开空调的滴滴！！,#网约车[话题]# #司机[话题]# #滴滴司机[话题]# #滴滴打车[话题]#,2,,56,,2026-06-16 18:36:05
6a3169f4000000000701258b,小红薯68AABA4C,https://www.xiaohongshu.com/search_result/6a3169f4000000000701258b?xsec_token=ABzo91c7VIfdppP7FCZM7bRKXNASIOWdB_tp34ssAvBvo=&xsec_source=,人家在家里坐，单从天上来,"今天下午用滴滴打车，显示我有一个未支付的订单，不支付就打不了，由于我着急去考场就支付了，当时也迷迷糊糊不知道咋回事。
后来一看这笔订单压根就不是我的，是2月25日的订单，那时候我还在上学，也压根不在订单显示的打车城市。并且滴滴出行的app里也根本没有这笔订单，比它更早的订单都有但就是没有这一笔，只在微信支付记录上显示。
给平台打多少次电话都不受理，这笔订单是快车单，打电话就是查询到最近没有快车单所以不受理，你也知道我没有这一单呢？？
打12328必须要详细的起止点才能给解决，没有订单我怎么查看？不就是故意的？
@滴滴出行客服01 @滴滴美好出发 @滴滴出行客服 @滴滴出行 @滴滴出行北京 #滴滴出行[话题]# #打车[话题]# #打车被坑[话题]#",1,,4,,2026-06-16 23:21:24
6a31579e000000001603c737,小红薯5ECFF70F,https://www.xiaohongshu.com/search_result/6a31579e000000001603c737?xsec_token=ABzo91c7VIfdppP7FCZM7bRA6ijZKeddIbvnITApuZLjU=&xsec_source=,,#滴滴打车[话题]# #滴滴顺风车投诉[话题]# #滴滴顺风车司机[话题]# #滴滴顺风车避雷[话题]# #滴滴顺风车封号[话题]#,,,1,,2026-06-16 22:03:10
6a30dc03000000001c024a57,送你一个晴天,https://www.xiaohongshu.com/search_result/6a30dc03000000001c024a57?xsec_token=ABHjxo2n_Xyv2atf9j6gRRU8Cs9bF2BAHpkoJNDN11uzE=&xsec_source=,实习内推｜急招继任｜滴滴实习生,"关于我们
滴滴（英文名：DiDi）是中国一站式移动出行平台，由滴滴出行（北京）网络平台技术有限公司开发，支持Android与iOS系统。2012年9月嘀嘀打车1.0在北京上线，2014年更名滴滴打车，2015年升级为“滴滴出行”。2023年6月，新增快送业务。
开放职位
能源充电部门-营销实习生
职责描述
资源投放
1.面向平台充电用户开展营销相关事务，协助各类资源位完成投放；
2.追踪资源位投放数据变化，参与推动营销提效的各类运营动作。
社群运营
1.负责社群日常运维，含入群欢迎、群规宣导及疑问解答，保持群内活跃氛围；
2.执行社群内容分发与促活任务，定期推送活动，提升用户参与感；
3.通过精细化手段提升用户活跃程度，并辅助完成转化目标。
任职要求
1.本科及以上学历，专业不限，时间充裕者优先；
2.具备社群运营/用户运营/营销相关经历；
3.沟通协调能力良好，态度积极，做事细致；
4.执行力与抗压能力较强，有责任心；
5.能快速到岗者优先，实习期不少于4个月（不符请勿投递）；
6.base广州，每周5天线下到岗者优先。
所在城市
广州
#互联网大厂实习[话题]# #内推[话题]# #令人心动的实习日记[话题]# #实习生内推[话题]# #留学生实习[话题]# #远程工作[话题]# #新媒体运营面试[话题]# #运营助理[话题]# #初创公司[话题]# #大厂[话题]#",5,1,13,1,2026-06-16 13:15:47
6a30d2ca000000000803e8ce,翎,https://www.xiaohongshu.com/search_result/6a30d2ca000000000803e8ce?xsec_token=ABHjxo2n_Xyv2atf9j6gRRU3OUvunC4RcmuU_becTt_ks=&xsec_source=,滴滴和哈罗单价差别,滴滴显示48.5，没截图到，这个乘客是先在滴滴邀请的，然后我看到哈罗有才接的，滴滴才是最坑的#顺风车[话题]# #回家顺风车[话题]# #滴滴顺风车[话题]# #哈罗顺风车[话题]#,,,20,,2026-06-16 12:36:26
6a30e5330000000017028acd,小福妈妈呀,https://www.xiaohongshu.com/search_result/6a30e5330000000017028acd?xsec_token=ABHjxo2n_Xyv2atf9j6gRRU292T1gnBKAOZZhCUTm3WOU=&xsec_source=,滴滴出行不勾满所有车型就打不到车是吗？,我忍很久了，杀熟是吧？打了一个月的车，结果打车时间越来越长，派车距离越来越远，单价越来越贵，不把所有选项勾满，死活打不到车。不勾选就一直跳，否则打不到车。这么操作是怕你平台死得不够快吗？#滴滴打车[话题]# @滴滴出行客服,,,11,,2026-06-16 13:54:59
6a3108330000000007022f35,悲伤烤冷面,https://www.xiaohongshu.com/search_result/6a3108330000000007022f35?xsec_token=ABzo91c7VIfdppP7FCZM7bREPHeAjs9T-zZDRFT80KxL4=&xsec_source=,,#滴滴打车[话题]#,,,9,,2026-06-16 16:24:19
6a30dc43000000001700a02a,送你一个晴天,https://www.xiaohongshu.com/search_result/6a30dc43000000001700a02a?xsec_token=ABHjxo2n_Xyv2atf9j6gRRUygpUDETWBpDczdUQ-xLQoQ=&xsec_source=,实习内推｜急招继任｜滴滴项目管理实习生,"关于我们
滴滴（DiDi）是中国一站式移动出行平台，由滴滴出行（北京）网络平台技术有限公司开发，支持Android与iOS。2012年9月嘀嘀打车1.0在北京上线，2014年更名滴滴打车，2015年升级为“滴滴出行”。2023年6月新增快送业务。
开放职位
【滴滴-国际化事业部】项目管理实习生
职责描述
1.负责组织并运营各类会议（如需求评审/准入会议等），持续推动会议流程优化；
2.协助开展数据处理及分析相关工作；
3.承担统计分析及汇报材料的整理与输出任务；
4.完成会议组织、纪要撰写、待办追踪及项目文档沉淀等事宜。
任职要求
5.熟练操作Word、Excel、PPT等办公工具；
6.具备优秀的沟通与协调能力；
7.拥有一定的英语读写水平。
加分项：
1.有SQL基础，可进行基础应用；
2.具备项目管理思维。
其他说明
1.实习时长：半年起，每周到岗5天；
2.工作地点：北京；
3.薪资标准：本科生150元/天，研究生200元/天；
4.福利待遇：晚餐免费加班餐或30元餐补（二选一）、司庆/节日礼品、大厂实习证明、班车等。
#内推[话题]# #令人心动的实习日记[话题]# #实习生内推[话题]# #互联网大厂实习[话题]# #海归求职[话题]# #远程实习[话题]# #实习证明[话题]# #找实习[话题]# #实习生[话题]# #留学生实习[话题]#",3,4,4,2,2026-06-16 17:16:00
6a30f494000000002101ade8,滴滴美好出发,https://www.xiaohongshu.com/search_result/6a30f494000000002101ade8?xsec_token=ABHjxo2n_Xyv2atf9j6gRRU-z9GeyJh-JkTjPYnYX7kug=&xsec_source=,夏日的一缕清凉，滴滴替你装进了车里🧊,"清凉出行体验已就位🍃 ，这一次，滴滴把夏天的舒服感装进了车里， 邀你赴一场「夏日小乘凉」🏝️
-
温度不合适， 跟司机师傅说一声，调到适宜温度，把车厢变成你的舒适区。
🎁 藏在行程里的小确幸—— 滴滴「夏日小香卡」上线，4款香气随你相遇， 每一程，都值得被温柔对待🌸
📍在北京、上海、广州等城市打车，就有机会免费随机领取！
-
🍎区说说你期待的的夏日出行目的地或晒晒你打滴滴遇到的夏日香卡，6月23日，我们将用@我们爱抽奖 小🍊序，在评论区随机抽10个宝，每人送上夏日香卡（随机款）*1
#滴滴[话题]# #滴滴出行[话题]# #滴滴夏日小乘凉[话题]# #滴滴夏季香卡[话题]#",27,14,27,8,2026-06-16 15:00:36
