笔记ID,博主昵称,笔记链接,笔记标题,笔记内容,点赞量,收藏量,评论量,分享量,发布时间
7654981162721252751,滴滴夜听雨,https://www.douyin.com/video/7654981162721252751,#滴滴美好瞬间,#滴滴美好瞬间,25,0,9,0,2026-06-24 23:16:32
7654961120742577253,滴滴打车,https://www.douyin.com/video/7654961120742577253,生意难做质量还是要最好,生意难做质量还是要最好,17,0,2,0,2026-06-24 21:58:45
7654958894414923433,安杰,https://www.douyin.com/video/7654958894414923433,#滴滴美好瞬间,#滴滴美好瞬间,20,0,4,0,2026-06-24 21:50:07
7654938263769283810,慌叔刘闲得,https://www.douyin.com/video/7654938263769283810,#滴滴美好瞬间,#滴滴美好瞬间,22,0,3,0,2026-06-24 20:30:05
7654934588109044337,在途  ID.3🐯,https://www.douyin.com/video/7654934588109044337,#滴滴美好瞬间,#滴滴美好瞬间,44,0,8,0,2026-06-24 20:15:47
7654928000371413419,超越时空,https://www.douyin.com/video/7654928000371413419,#滴滴美好瞬间,#滴滴美好瞬间,56,0,5,0,2026-06-24 19:50:14
7654918433947647461,网约车司机老王,https://www.douyin.com/video/7654918433947647461,#滴滴#滴滴司机 #滴滴车主 #滴滴出行 依旧难搞哦,#滴滴#滴滴司机 #滴滴车主 #滴滴出行 依旧难搞哦,6,1,0,0,2026-06-24 19:13:06
7654903557674579962,🤩八刀汤😍🤔🍎,https://www.douyin.com/video/7654903557674579962,#滴滴美好瞬间,#滴滴美好瞬间,55,0,4,0,2026-06-24 18:15:23
7654857494942929353,77.,https://www.douyin.com/video/7654857494942929353,谁还没叫到车 😏#滴滴打车舞@透明,谁还没叫到车 😏#滴滴打车舞@透明,26,1,2,1,2026-06-24 15:16:38
7654585989118102905,睡觉觉叭ju,https://www.douyin.com/video/7654585989118102905,滴滴 谁懂啊 滴滴打车打到一只修猫咪 想不到这种好事也是被苯人遇到了🥰 就这样萌萌得躺在怀里💤,"滴滴 谁懂啊 滴滴打车打到一只修猫咪
想不到这种好事也是被苯人遇到了🥰
就这样萌萌得躺在怀里💤",149,1,9,3,2026-06-23 21:43:03
