发布时间,笔记标题,笔记链接,笔记内容,点赞量,收藏量,评论量,分享量,互动量,博主昵称,概括,内容类型,正负向,业务线,渠道类型,具体产品/场景,笔记ID,是否剔除,是否剔除.输出结果
2026/3/10,陌生人一直在用我的滴滴账号,https://www.xiaohongshu.com/explore/69af80ef000000001a028057?xsec_token=ABtGo--UTAIJiS52ZTT1N_tp33x9YrL3QX43zGcsaGW9g=,"手机号不用被运营商回收了，新号主一键登录了我的滴滴，滴滴账号却还绑着我的实名信息，导致我几年来几乎每天都能收到新主人的行程推送，找客服解绑却被要求自己联系机主沟通。

作为普通用户，我只是想解绑一个不再使用的账号实名。@滴滴出行客服 @滴滴

2月份就多次打电话反馈，滴滴客服叫我上传了身份信息，但是至今一个月过去了也没解决，我还是能收到对方的打车信息，这对新号主来说也有个人隐私信息泄露的风险吧。

重新找了客服，一直推诿责任，说没法处理，#维护自己的权益[话题]# 为什么要我承担平台审核不严的后果？@滴滴出行 希望你们能重视这个问题，给用户一个安全、省心的解绑渠道。#滴滴[话题]# #网约车[话题]# #账号安全[话题]# #信息保护[话题]#",9,0,0,0,9,白天不会困,用户手机号被回收后，新号主登录其滴滴账号，导致用户持续收到行程推送，多次联系滴滴客服要求解绑实名信息却未获解决，认为平台审核不严且存在隐私泄露风险，希望滴滴提供安全省心的解绑渠道。,平台客服投诉,负向,网约车,小红书,投诉无门/推诿,69af80ef000000001a028057,,
2026/3/9,滴滴出行夜间可以优先选择女司机了❤️,https://www.xiaohongshu.com/explore/69ae50ea0000000022021855?xsec_token=AB8MBxx4TMDwyvH_4vLDYtp8E9BtUN0Q7GEXFDbTCX9Oo=,女性安全第一#出行安全第一[话题]# #女性安全[话题]# #女司机[话题]# #滴滴出行[话题]# #实现出行自由[话题]#,5,0,6,0,11,朝朝火,该内容围绕女性出行安全相关话题，提及女性安全、女司机、滴滴出行、实现出行自由等。,安全问题,中性,品牌,小红书,女性友好计划,69ae50ea0000000022021855,,
2026/3/9,西双版纳傣族园是不是没有滴滴巴士回告庄,https://www.xiaohongshu.com/explore/69ae9c6f0000000026031b36?xsec_token=ABahDZd6U7F2gKY1ZKZmEoQaPrGq3kF42njvJNNGe8AmI=,"发现查不到，只有别的大巴能坐是吗？我想从告庄过去植物园➕傣族园一日游，可行吗，会不会太累了玩不过来？或者因为要赶回程车不够时间玩？
#西双版纳[话题]# #西双版纳旅游[话题]# #云南[话题]# #傣族园[话题]# #中国科学院西双版纳植物园[话题]#",0,0,4,0,4,我砍树砍到你了,询问从告庄出发到植物园和傣族园一日游是否可行、是否太累或时间不够。,场景,中性,站点巴士/公交/滴滴小巴,小红书,无匹配类别,69ae9c6f0000000026031b36,,
2026/3/10,妇女节，想对女司机说谢谢,https://www.xiaohongshu.com/explore/69af96ae000000000600ee92?xsec_token=ABcOPnb0grNW1USjMZaatAj59qZaiqHZTQEOzwfwEwuS0=,"妇女节那天，我打扮的漂漂亮亮的准备和好闺蜜聚餐，打车的时候，我看到滴滴的界面上弹出一个女性友好计划，可以选择全天女司机优先接单和深夜女司机优先接单。我就抱着试一试的心态选了全天女司机优先接单，不一会儿， 就有一位小姐姐开着车来接我了。
刚进车内就被车里淡淡的花香所治愈。我的视线聚焦到那一小束鲜花上，不禁与司机聊了起来。司机说这鲜花是自己买的。我说“今天妇女节，应该有人送你花呀”，她笑了：“自己送自己也挺好。”
那一刻我突然觉得，这个功能不仅是保护乘客，也是在给更多女性司机提供机会。她们用自己的方式，温柔地撑起这座城市的一部分。 希望每一位在路上奔跑的女性，都能奔向阳光和温暖！💐 #终于轮到我收花啦[话题]# #女性友好[话题]# #节日[话题]# #女司机[话题]# #通勤好物[话题]# #谁说平凡不是浪漫[话题]# #女人的浪漫[话题]# #女性劳动者[话题]# #三八妇女节[话题]# #妇女从来都不是贬义词[话题]#",2,0,0,0,2,土豆泥,妇女节当天，作者使用滴滴的女性友好计划选择女司机优先接单，从而遇到一位在车内摆放鲜花并认为自己送自己花也挺好的女司机，由此觉得该功能既保护乘客又给女性司机提供机会，并希望每位在路上的女性都能奔向阳光和温暖。,产品力,正向,网约车,小红书,女性友好计划,69af96ae000000000600ee92,,
2026/3/9,滴滴的女性友好服务真的很好,https://www.xiaohongshu.com/explore/69aee66f000000002202e892?xsec_token=ABahDZd6U7F2gKY1ZKZmEoQdWDLnUo5Ca6qnwyqLssXvU=,女乘客优先匹配女司机，太好了，我就喜欢坐女司机的车，既平稳，车里空气又清新，也不会急刹急停或者路怒骂人，就很舒服，司机姐姐还主动帮我搬行李，我说感谢她，给她打赏了5块的鸡腿，她可高兴了，我也开心，真好#滴滴[话题]# #滴滴女性友好计划[话题]# #优秀[话题]##女司机[话题]#,6,0,0,0,6,momo,女乘客对滴滴女乘客优先匹配女司机的服务表示满意，认为女司机驾驶平稳、车内空气清新，还主动帮忙搬行李，自己打赏后双方都很开心。,司机,正向,网约车,小红书,女性友好计划,69aee66f000000002202e892,,
2026/3/9,看完唐香玉的打车路上，听了一对母女的故事,https://www.xiaohongshu.com/explore/69aebe8c000000002303b317?xsec_token=ABahDZd6U7F2gKY1ZKZmEoQRzr6np0tKRpECODpKO7ph4=,"看完唐香玉专场
打滴滴的女司机偏好模式，真的打到了女司机
是个四五十的阿姨
车内干干净净，香香的
听我和朋友聊唐香玉专场一些印象深的部分
她默默插了个嘴
我女儿上次也带我去看过脱口秀
虽然有些东西听不懂
但还是很开心
很感谢我女儿带我体验年轻人喜欢的新东西
突然想到这次演出左边就做这个和她差不多年级的阿姨
好像是读大学的女儿带她来看的
阿姨特别享受演出 全程笑得很开心
有时也很可爱
听到不懂的梗会偷偷问女儿
刚才说的sm是什么意思啊
（当然本人没听清楚她女儿的解释哈哈哈哈
好暖心
在她们身上看到了很羡慕的母女关系
（当然本人目前也没有勇气带我妈来看演出，没事的不用逼自己，先让自己开心再让别人开心吧）
#母女[话题]##女性友好[话题]##女司机[话题]##girlstalk[话题]##好东西[话题]##深夜打车[话题]# #女生必看[话题]# #girlshelpgirls[话题]##妇女节[话题]# #妇女节礼物[话题]#",17,1,9,0,27,布鲁瓜瓜,作者在看完唐香玉脱口秀专场后，通过与滴滴女司机的交谈及观察到的另一对母女，感受到了温暖且令人羡慕的母女关系。,司机,正向,网约车,小红书,女司机,69aebe8c000000002303b317,,
2026/3/10,滴滴你要点脸行吗?,https://www.xiaohongshu.com/explore/69afaffe000000002800b160?xsec_token=ABcOPnb0grNW1USjMZaatAjx3KPMKeRjE3D291cq6UU7Y=,"到底从什么时候开始，滴滴拼车单变成这种中途不停塞人的模式的？好好的找到了拼友，先送拼友，拼友下车了，就该送我，怎么又接一个拼友。
现在这种拼车模式，你提前告知了么？消费者同意了么？
没见过这么不要脸的平台，你独一份，比视频会员还恶心。
好好的一个拼车单，价格比快车还贵两块，时间直接给我翻倍。wtf?
必须投诉，拉黑。
#滴滴[话题]# #滴滴拼车[话题]#",4,1,5,0,10,阿白,用户投诉滴滴拼车中途不停接新拼友，未提前告知消费者，导致价格比快车贵且时间翻倍，认为平台做法不要脸并表示要投诉拉黑。,平台客服投诉,负向,拼车,小红书,拼车,69afaffe000000002800b160,,
2026/3/11,厦门司机师傅素质,https://www.xiaohongshu.com/explore/69b0da260000000022020e44?xsec_token=ABxcM-eyF_j3KzqyE-f6D92dlgmUX8mNCRZm-eu2ywApU=,"如果你觉得是我有问题，那你说的都是对的
反正我就不愿意受这种气
#活出自己的精彩人生[话题]# #厦门旅游吐槽[话题]# #厦门滴滴司机[话题]#",0,0,2,0,2,Wennie 玟霓,表达了不愿受气、坚持自我的态度，并带有厦门旅游及滴滴司机相关的吐槽话题。,司机行为投诉,负向,网约车,小红书,态度恶劣,69b0da260000000022020e44,,
2026/3/11,为什么滴滴打车没有快车优惠卷了？,https://www.xiaohongshu.com/explore/69b0b02d000000000600b864?xsec_token=ABxcM-eyF_j3KzqyE-f6D92V4HAOmsE2POhlTYi3US0RY=,之前有快车通勤优惠券 今天买完发现是特惠快车 特惠快车根本达不到啊啊！？！ 有人和我一样的情况吗？还是滴滴杀熟 本人v6#滴滴出行[话题]# #滴滴打车[话题]# #滴滴快车[话题]#,0,0,3,0,3,pingu_🤧,用户购买的滴滴快车通勤优惠券实际为特惠快车优惠券，因特惠快车不易打到而怀疑滴滴杀熟，询问是否有其他用户遇到类似情况。,平台客服投诉,负向,特惠,小红书,价格优惠,69b0b02d000000000600b864,,
2026/3/11,滴滴体验监督员之妇女节滴滴司机开放日,https://www.xiaohongshu.com/explore/69b0b5210000000005031ead?xsec_token=ABxcM-eyF_j3KzqyE-f6D92V-jEgyC4ufH_j4EnuFaDfw=,"#滴滴开放日[话题]# #妇女节[话题]# #滴滴女司机[话题]# #在现场[话题]##她D力量[话题]#
作为体验监督员，被邀请从广州去北京参加妇女节开放日活动，正好我也是要去集团参加公司的妇女节活动，也算是很妙的一个巧合。
其实国央企和私企办活动的感受不太一样，但都觉得每个普通女性都被看到了闪闪发光。
有几个有意思的分享，可能是很多消费者不知道的信息盲点：1、滴滴作为2C主要服务的企业，展厅确实很多2B服务企业的打造真的不一样，比较简明；2、滴滴工作人员学历是真的也卷，对接我的小伙伴都是985名校毕业，甚至还有清华的；3、活动邀请的人都超强，有国家妇联领导，有滴滴网约车总经理（以及一众分领域总经理都好年轻），也有三八红旗手等优质的女司机（她们每个人的故事都是女司机生活的一个缩影，非常值得听），女司机们，生命力是真的很强，跌倒爬起跌倒爬起没有被生活打趴下。
希望，活在这个世界的每一个生命体，都今天开心😊",1,0,0,0,1,哦豁霍,作者作为体验监督员受邀从广州去北京参加滴滴妇女节开放日活动，感受到国央企和私企活动虽有不同但都关注普通女性，还分享了滴滴展厅简明、工作人员学历高、活动邀请人员强等信息，也赞扬了女司机的生命力，并希望每个生命体今天都开心。,地广/活动,正向,品牌,小红书,品牌,69b0b5210000000005031ead,,
2026/3/11,第一次视死如归的坐滴滴,https://www.xiaohongshu.com/explore/69b0d260000000002202cb45?xsec_token=ABxcM-eyF_j3KzqyE-f6D92fKnXSJCRYFVjSDZBVPxKBk=,"刚看到车子的时候就隐隐感觉不对劲，怎么副驾驶上还有放毯子，坐上车了之后，车内那异味熏的我都快晕了。接着看了一眼，我发现车里都是清洗之后未干的水滴，问下师傅是不是有乘客吐过，司机回答不是感觉车子有点脏，用拖把抹了一下，这个时候我感觉有点不对劲了，哪有洗内饰用拖把的。车子刚开出高铁站，在双向六车道没什么车的路上，恐怖的事情发生了：
1，司机是开开停停，前方畅通无阻，莫名其妙的减速到都快停车了；
2，在这畅通无阻的双向六车道上，一路占着两个车道开；
3，等红绿灯的时候距离前车能有几个身位；
4，中间有个过红绿灯的路口，一路压实线开，压到一半估计他发现压实线开，突然变道回正。
然后就这技术，司机是一路开车一路嗑瓜子。
阿弥陀佛，总算平安到家了。#滴滴[话题]# #福清滴滴[话题]# #福清出租车[话题]# #福清打车[话题]# #福清坐车[话题]#",0,0,0,0,0,败者成尘,用户乘坐福清滴滴时，遇到车内有异味、清洗不当，且司机存在开开停停、占两个车道、等红绿灯距离远、压实线后突然变道及开车嗑瓜子等不良驾驶行为，最终平安到家。,司机行为投诉,负向,网约车,小红书,危险驾驶,69b0d260000000002202cb45,,
2026/3/11,"早上坐滴滴又意外听到了一些“震撼”发言
打引号是因为我对部分...",https://www.xiaohongshu.com/explore/69b0cb02000000001503ac1a?xsec_token=ABxcM-eyF_j3KzqyE-f6D92cypg6M4Q_7ZpLMRddcWyBc=,"早上坐滴滴又意外听到了一些“震撼”发言
打引号是因为我对部分人能说出这样的话毫不意外

载我的司机在大声公放手机微信语音，应该是滴滴司机群，对面一个男司机在吐槽有乘客上车带了几杯咖啡，下车之前都喝不完想要给司机。对面的司机觉得这个行为很傻//b，说实话我听着也觉得这个行为欠妥，对面司机说如果上车的时候乘客就以送师傅一杯咖啡为理由，把咖啡给他，那他会收下的。到这里我都觉得没问题，只是载我的司机放的太大声随便听一耳朵，接下来对面司机的发言就相当经典了

“要是是个老娘儿们我就怼回去，问她’这咖啡是你手磨的吗，我要你手磨的，最好磨出泡‘哈哈哈”

这个发言我的第一反应是震撼，原来有些男人打心底里不把女性当人，依然觉得用造黄谣、性羞辱可以击垮一个女性，用这样的方式来“反击”他在“咖啡事件”中感受到的“被看不起”。甚至这个下车前给他咖啡的乘客不一定是女性，但他依然要把这个他怨恨的乘客代入成女性来抒发他的恨意。

希望大家都不会遇上这样的人，无论是打车坐车、还是生活中，都让他们在阴暗腐朽的生活中继续过得“不如意”

*都选择女司机了还给我来男司机[生气R]滴滴你罪大恶极",7,0,2,0,9,宜九雎,作者在滴滴车上听到司机群里有男司机用造黄谣、性羞辱的方式吐槽可能送咖啡的乘客，并对此感到震撼，认为有些男人不把女性当人，同时因选了女司机却被派男司机而生气。,司机行为投诉,负向,网约车,小红书,态度恶劣,69b0cb02000000001503ac1a,,
2026/3/11,如果你发现司机是女生，会不会比较安心,https://www.xiaohongshu.com/explore/69b0c655000000000601de3d?xsec_token=ABxcM-eyF_j3KzqyE-f6D92UI4-ZDpCMZMJOEnbkZN4bE=,"如果你上车发现司机是女生，会不会觉得比较安心？🚗
最近晚上在新西兰开DiDi的时候，常常会想到这个问题。
有时候乘客一上车，看到司机是女生，会有一点点惊讶，然后很礼貌地说 hello。
其实对我来说，开车不只是工作，也是一个很特别的体验。
每天都会遇到不同的人，有的乘客很安静，有的会聊天，我也顺便练习一下英语 😂
作为女生司机，我自己也会特别注意安全，比如：
• 车上装了摄像头
• 尽量接比较熟悉的区域
• 晚上开车会更加留意环境
有时候深夜开在高速上，看着城市的灯光，其实也会觉得很平静。
很好奇大家的想法：
如果你打车的时候发现司机是女生，会不会觉得更安心一点？
#新西兰生活[话题]# #滴滴司机[话题]# #女司机[话题]# #DiDi司机日常[话题]# #新西兰打车[话题]# #司机日记[话题]#",2,0,0,0,2,Vivian韦岸注会,一位在新西兰开滴滴的女司机分享了自己的工作体验，包括乘客的反应、自己对安全的注意以及对乘客是否会因司机是女生而更安心的好奇。,司机,中性,网约车,小红书,女司机,69b0c655000000000601de3d,,
2026/3/11,滴滴显示司机网络信号差，位置获取中,https://www.xiaohongshu.com/explore/69b0bde20000000006009404?xsec_token=ABxcM-eyF_j3KzqyE-f6D92Z4Z7XF7jV6JIYSqM9oyzYQ=,"#出租车司机[eoi]#
打滴滴谁不是赶时间啊，离我这么近，不想来就直说，原地等了10分钟，打电话打通了也不说话，问了是不是不来也不说话，催也不说话，真的无语了，太过分了，好生气，浪费时间，再也不打出租车了，大家如果接到这样的单要挂着不让他再接单，用别的平台打车",1,0,2,0,3,zZ,用户因滴滴出租车司机接单后长时间不接电话、不沟通导致等待10分钟，感到生气并表示不再打出租车，建议遇到此类情况挂单换平台。,司机行为投诉,负向,无匹配类别,小红书,拒载/甩客,69b0bde20000000006009404,,
2026/3/11,滴滴出行女司机优先,https://www.xiaohongshu.com/explore/69b079a20000000023039059?xsec_token=ABxcM-eyF_j3KzqyE-f6D92VAi5pNNrAWs0jI0CDLEIQk=,"滴滴出行
可以优先选择女司机
真的是很优秀的功能服务！！！
女司机车上真的没异味，而且很安静，态度也好，感觉一直没有人表扬这个功能以及女性司机们的努力，我来发一条！！",0,0,11,0,11,momo,该用户表扬滴滴出行的“优先选择女司机”功能，认为女司机车内无异味、安静、态度好，并肯定女性司机的努力。,产品力,正向,网约车,小红书,女性友好计划,69b079a20000000023039059,,
2026/3/11,找个早上的专车滴滴送小孩，有吗有吗？,https://www.xiaohongshu.com/explore/69b0e2b6000000002303844e?xsec_token=ABxcM-eyF_j3KzqyE-f6D92a9eQH9FcT72B-i_BJsE2Ag=,只送去学校就好了，正常都是周一至周五，平时除法定节假日改时间其他都是正常周一至周五。#人找车[话题]#,0,0,0,0,0,豬禸蝕、🐻,这篇内容是说人找车，乘车时间正常为周一至周五，除法定节假日改时间外。,场景,中性,无匹配类别,小红书,家庭出行/带娃,69b0e2b6000000002303844e,,
2026/3/10,现在的专车也太卷了吧！,https://www.xiaohongshu.com/explore/69affbc10000000015032a56?xsec_token=ABcOPnb0grNW1USjMZaatAj7Iqr_BNA86ssQuWCiqrv6o=,"终于坐上专属司机的埃尔法
车开得超稳，技术好评✨
坐车仪式感直接拉满～
刷到这条的朋友记住：
坐车舒服、司机靠谱、细节到位
这三点做好，真的很加分！
#开车当然要记录[话题]# #滴滴出行[话题]# #滴滴司机[话题]# #滴滴打车[话题]#
#坐车要有仪式感[话题]# #司机[话题]# #副驾驶视角[话题]#
#车内第一视角拍摄[话题]# #我的出行方式[话题]#",1,0,0,0,1,我是Lufa,乘坐专属司机驾驶的埃尔法体验很好，认为坐车舒服、司机靠谱、细节到位这三点很加分。,司机,正向,专车/豪华车,小红书,驾驶技术,69affbc10000000015032a56,,
2026/3/10,厨师的滴滴v8私享家通勤日常🚗,https://www.xiaohongshu.com/explore/69abd7ef000000000e03ca0f?xsec_token=ABgbL2QR8jyKwHB72kS9TCOX1krxcx7dye8NX_0-Pn7F0=,"谁说厨师上班只能骑电驴
直接呼叫专车
@滴滴 @滴滴出行客服 @滴滴美好出发 @滴滴豪华车
#日常通勤[话题]# #赶路的正确打开方式[话题]# #我的出行方式[话题]# #滴滴[话题]##我的日常奔波[话题]# #滴滴专车[话题]##滴滴豪华车[话题]##滴滴美好出发[话题]##沉浸式出行[话题]# #滴滴的v8厨师[话题]#",0,0,0,0,0,蘑菇蘑菇Mush🍄,厨师上班选择滴滴专车作为通勤出行方式。,场景,中性,专车/豪华车,小红书,通勤上下班,69abd7ef000000000e03ca0f,,
